record_type,stage,block,arm,run,wal_mode,snapshot,official_status,eligible,errors,coverage_errors,warnings,qps,p99_ms,p999_ms,max_ms,elapsed_seconds,before.keys,before.data_capacity_bytes,before.data_bytes,before.data_rejections_total,before.applied_sequence,before.durable_sequence,before.wal_pending_bytes,after.keys,after.data_capacity_bytes,after.data_bytes,after.data_rejections_total,after.applied_sequence,after.durable_sequence,after.wal_pending_bytes,settled.keys,settled.data_capacity_bytes,settled.data_bytes,settled.data_rejections_total,settled.applied_sequence,settled.durable_sequence,settled.wal_pending_bytes,resources.engine.cpu_cores,resources.engine.cpu_window_seconds,resources.engine.cpu_samples,resources.engine.rss_bytes,resources.engine.rss_samples,resources.engine.hwm_bytes,resources.engine.errors,resources.engine.cpu_first_utc_ns,resources.engine.cpu_last_utc_ns,resources.gateway.cpu_cores,resources.gateway.cpu_window_seconds,resources.gateway.cpu_samples,resources.gateway.rss_bytes,resources.gateway.rss_samples,resources.gateway.hwm_bytes,resources.gateway.errors,resources.gateway.cpu_first_utc_ns,resources.gateway.cpu_last_utc_ns,resources.bench.cpu_cores,resources.bench.cpu_window_seconds,resources.bench.cpu_samples,resources.bench.rss_bytes,resources.bench.rss_samples,resources.bench.hwm_bytes,resources.bench.errors,resources.bench.cpu_first_utc_ns,resources.bench.cpu_last_utc_ns,snapshot_internal_samples,snapshot_idle_samples,snapshot_completed_delta,snapshot_window.first.line,snapshot_window.first.started_at,snapshot_window.first.finished_at,snapshot_window.first.snapshot_successes_total,snapshot_window.last.line,snapshot_window.last.started_at,snapshot_window.last.finished_at,snapshot_window.last.snapshot_successes_total,measurement_started_at,measurement_end_utc_ns,failed_stats_queries,stage_execution_state,before,after,settled,resources,snapshot_window,contrast,numerator_stage,denominator_stage,qps_ratio,p99_ratio,p999_ratio,engine_rss_ratio,engine_rss_increase_bytes,eligible_pairs,classification,triggered_metrics,metrics.qps.ratios,metrics.qps.recorded_ratios,metrics.qps.count_past_threshold,metrics.qps.median,metrics.qps.minimum,metrics.qps.maximum,metrics.p99.ratios,metrics.p99.recorded_ratios,metrics.p99.count_past_threshold,metrics.p99.median,metrics.p99.minimum,metrics.p99.maximum,metrics.p999.ratios,metrics.p999.recorded_ratios,metrics.p999.count_past_threshold,metrics.p999.median,metrics.p999.minimum,metrics.p999.maximum,engine_rss_diagnostic,engine_rss_pairs_past_threshold
pair,,2,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-05-B,stage-06-A,1.004818398792434,0.9351328980996516,0.922463774018294,0.987189148455162,-69632,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,reliable,off,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-07-B,stage-09-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,reliable,off,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-12-B,stage-10-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-02-B,stage-01-A,1.0076281847530297,0.9724475182465683,0.9490565278547889,0.9901832460732984,-61440,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-05-B,stage-06-A,1.0205119918919219,0.92676298690248,0.8564291936522366,0.987597911227154,-77824,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,reliable,on,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-07-B,stage-09-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,reliable,on,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-12-B,stage-10-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,throughput,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-03-C,stage-02-B,1.177714277082151,0.7543828381724534,0.6624955216212745,0.9976780185758514,-12288,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,throughput,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-04-C,stage-05-B,0.9744229617897432,1.0889665096503505,1.223032730155627,0.9969111969111969,-16384,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,throughput,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-08-C,stage-07-B,1.2253704948804107,0.4023519156061506,0.8749217843619175,0.9992242048099301,-4096,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,throughput,off,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-11-C,stage-12-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,throughput,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-03-C,stage-02-B,1.1707709403581097,0.7338135148240996,0.6681394781314449,1.0006688963210701,4096,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,throughput,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-04-C,stage-05-B,0.9177136371339965,1.2041355793290045,1.243362676226853,1.0053727333781062,32768,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,throughput,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-08-C,stage-07-B,1.3223888974236813,0.8916049659365766,0.7553503819547523,0.9979919678714859,-12288,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,throughput,on,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-11-C,stage-12-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-03-C,stage-02-B,0.9937823184645634,1.0466547451433268,1.0293661468593522,0.9992372234935164,-4096,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-04-C,stage-05-B,0.9931150585380031,1.0747461894169343,1.0322103048251772,0.9984732824427481,-8192,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-08-C,stage-07-B,0.9574796520376111,1.1799203761937394,0.9876960191701827,0.996953541507997,-16384,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,reliable,off,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-11-C,stage-12-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-03-C,stage-02-B,0.9918892605479452,1.0255820601182513,0.9793499837198262,0.998678122934567,-8192,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-04-C,stage-05-B,1.0067588308963067,0.9567350711872045,0.9551712201685888,0.9966953073364178,-20480,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-08-C,stage-07-B,1.4974070001269326,0.4723330640210064,0.5869088141630382,1.0006613756613756,4096,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,reliable,on,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-11-C,stage-12-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparison,,,,,throughput,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,,,,,,,,3,inconclusive,[],"[0.7793788734441335, 1.0809472087674015, 0.7710539039278301, null]","[0.7793788734441335, 1.0809472087674015, 0.7710539039278301, null]",2,0.7793788734441335,0.7710539039278301,1.0809472087674015,"[1.532051916409943, 0.8446703177568312, 3.0882470045647255, null]","[1.532051916409943, 0.8446703177568312, 3.0882470045647255, null]",2,1.532051916409943,0.8446703177568312,3.0882470045647255,"[1.7910539920455715, 0.7594146793460279, 2.829959460285176, null]","[1.7910539920455715, 0.7594146793460279, 2.829959460285176, null]",2,1.7910539920455715,0.7594146793460279,2.829959460285176,inconclusive,0
comparison,,,,,throughput,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,,,,,,,,2,inconclusive,[],"[0.8926739311309445, 2.2825296906634756, null, null]","[0.8926739311309445, 2.2825296906634756, 0.660250142675283, null]",1,1.58760181089721,0.8926739311309445,2.2825296906634756,"[1.1961170061859507, 0.15954924749246926, null, null]","[1.1961170061859507, 0.15954924749246926, 3.530451406531762, null]",1,0.67783312683921,0.15954924749246926,1.1961170061859507,"[1.1678253526274496, 0.12509565121130142, null, null]","[1.1678253526274496, 0.12509565121130142, 3.4891671290808937, null]",1,0.6464605019193755,0.12509565121130142,1.1678253526274496,inconclusive,0
comparison,,,,,reliable,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,,,,,,,,2,inconclusive,[],"[1.193040895261392, 1.004818398792434, null, null]","[1.193040895261392, 1.004818398792434, null, null]",0,1.098929647026913,1.004818398792434,1.193040895261392,"[0.48977919386260726, 0.9351328980996516, null, null]","[0.48977919386260726, 0.9351328980996516, null, null]",0,0.7124560459811294,0.48977919386260726,0.9351328980996516,"[0.3352054320127733, 0.922463774018294, null, null]","[0.3352054320127733, 0.922463774018294, null, null]",0,0.6288346030155336,0.3352054320127733,0.922463774018294,inconclusive,0
comparison,,,,,reliable,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,,,,,,,,2,inconclusive,[],"[1.0076281847530297, 1.0205119918919219, null, null]","[1.0076281847530297, 1.0205119918919219, null, null]",0,1.0140700883224758,1.0076281847530297,1.0205119918919219,"[0.9724475182465683, 0.92676298690248, null, null]","[0.9724475182465683, 0.92676298690248, null, null]",0,0.9496052525745242,0.92676298690248,0.9724475182465683,"[0.9490565278547889, 0.8564291936522366, null, null]","[0.9490565278547889, 0.8564291936522366, null, null]",0,0.9027428607535127,0.8564291936522366,0.9490565278547889,inconclusive,0
comparison,,,,,throughput,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,,,,,,,,3,inconclusive,[],"[1.177714277082151, 0.9744229617897432, 1.2253704948804107, null]","[1.177714277082151, 0.9744229617897432, 1.2253704948804107, null]",0,1.177714277082151,0.9744229617897432,1.2253704948804107,"[0.7543828381724534, 1.0889665096503505, 0.4023519156061506, null]","[0.7543828381724534, 1.0889665096503505, 0.4023519156061506, null]",1,0.7543828381724534,0.4023519156061506,1.0889665096503505,"[0.6624955216212745, 1.223032730155627, 0.8749217843619175, null]","[0.6624955216212745, 1.223032730155627, 0.8749217843619175, null]",1,0.8749217843619175,0.6624955216212745,1.223032730155627,inconclusive,0
comparison,,,,,throughput,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,,,,,,,,3,inconclusive,[],"[1.1707709403581097, 0.9177136371339965, 1.3223888974236813, null]","[1.1707709403581097, 0.9177136371339965, 1.3223888974236813, null]",1,1.1707709403581097,0.9177136371339965,1.3223888974236813,"[0.7338135148240996, 1.2041355793290045, 0.8916049659365766, null]","[0.7338135148240996, 1.2041355793290045, 0.8916049659365766, null]",1,0.8916049659365766,0.7338135148240996,1.2041355793290045,"[0.6681394781314449, 1.243362676226853, 0.7553503819547523, null]","[0.6681394781314449, 1.243362676226853, 0.7553503819547523, null]",1,0.7553503819547523,0.6681394781314449,1.243362676226853,inconclusive,0
comparison,,,,,reliable,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,,,,,,,,3,inconclusive,[],"[0.9937823184645634, 0.9931150585380031, 0.9574796520376111, null]","[0.9937823184645634, 0.9931150585380031, 0.9574796520376111, null]",0,0.9931150585380031,0.9574796520376111,0.9937823184645634,"[1.0466547451433268, 1.0747461894169343, 1.1799203761937394, null]","[1.0466547451433268, 1.0747461894169343, 1.1799203761937394, null]",2,1.0747461894169343,1.0466547451433268,1.1799203761937394,"[1.0293661468593522, 1.0322103048251772, 0.9876960191701827, null]","[1.0293661468593522, 1.0322103048251772, 0.9876960191701827, null]",0,1.0293661468593522,0.9876960191701827,1.0322103048251772,inconclusive,0
comparison,,,,,reliable,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,,,,,,,,3,inconclusive,[],"[0.9918892605479452, 1.0067588308963067, 1.4974070001269326, null]","[0.9918892605479452, 1.0067588308963067, 1.4974070001269326, null]",0,1.0067588308963067,0.9918892605479452,1.4974070001269326,"[1.0255820601182513, 0.9567350711872045, 0.4723330640210064, null]","[1.0255820601182513, 0.9567350711872045, 0.4723330640210064, null]",0,0.9567350711872045,0.4723330640210064,1.0255820601182513,"[0.9793499837198262, 0.9551712201685888, 0.5869088141630382, null]","[0.9793499837198262, 0.9551712201685888, 0.5869088141630382, null]",0,0.9551712201685888,0.5869088141630382,0.9793499837198262,inconclusive,0
