record_type,stage,block,arm,run,wal_mode,snapshot,official_status,eligible,errors,coverage_errors,warnings,qps,p99_ms,p999_ms,max_ms,elapsed_seconds,before.keys,before.data_capacity_bytes,before.data_bytes,before.data_rejections_total,before.applied_sequence,before.durable_sequence,before.wal_pending_bytes,after.keys,after.data_capacity_bytes,after.data_bytes,after.data_rejections_total,after.applied_sequence,after.durable_sequence,after.wal_pending_bytes,settled.keys,settled.data_capacity_bytes,settled.data_bytes,settled.data_rejections_total,settled.applied_sequence,settled.durable_sequence,settled.wal_pending_bytes,resources.engine.cpu_cores,resources.engine.cpu_window_seconds,resources.engine.cpu_samples,resources.engine.rss_bytes,resources.engine.rss_samples,resources.engine.hwm_bytes,resources.engine.errors,resources.engine.cpu_first_utc_ns,resources.engine.cpu_last_utc_ns,resources.gateway.cpu_cores,resources.gateway.cpu_window_seconds,resources.gateway.cpu_samples,resources.gateway.rss_bytes,resources.gateway.rss_samples,resources.gateway.hwm_bytes,resources.gateway.errors,resources.gateway.cpu_first_utc_ns,resources.gateway.cpu_last_utc_ns,resources.bench.cpu_cores,resources.bench.cpu_window_seconds,resources.bench.cpu_samples,resources.bench.rss_bytes,resources.bench.rss_samples,resources.bench.hwm_bytes,resources.bench.errors,resources.bench.cpu_first_utc_ns,resources.bench.cpu_last_utc_ns,snapshot_internal_samples,snapshot_idle_samples,snapshot_completed_delta,snapshot_window.first.line,snapshot_window.first.started_at,snapshot_window.first.finished_at,snapshot_window.first.snapshot_successes_total,snapshot_window.last.line,snapshot_window.last.started_at,snapshot_window.last.finished_at,snapshot_window.last.snapshot_successes_total,measurement_started_at,measurement_end_utc_ns,failed_stats_queries,stage_execution_state,contrast,numerator_stage,denominator_stage,qps_ratio,p99_ratio,p999_ratio,engine_rss_ratio,engine_rss_increase_bytes,eligible_pairs,classification,triggered_metrics,metrics.qps.ratios,metrics.qps.recorded_ratios,metrics.qps.count_past_threshold,metrics.qps.median,metrics.qps.minimum,metrics.qps.maximum,metrics.p99.ratios,metrics.p99.recorded_ratios,metrics.p99.count_past_threshold,metrics.p99.median,metrics.p99.minimum,metrics.p99.maximum,metrics.p999.ratios,metrics.p999.recorded_ratios,metrics.p999.count_past_threshold,metrics.p999.median,metrics.p999.minimum,metrics.p999.maximum,engine_rss_diagnostic,engine_rss_pairs_past_threshold
round,stage-10-A,4,A,r01-reliable-snapshot-off,reliable,off,valid,True,[],[],[],8775.174087399437,7.010179,9.219856,22.797434,56.978926574,0,,,,0,0,0,5000,,,,500000,500000,0,5000,,,,500000,500000,0,0.44782543635730865,56.874839909,555,5455872,555,5455872,[],1790082349518000000,1790082406393000000,0.8263735640995675,56.875004286,555,14909440,555,14909440,[],1790082349519000000,1790082406394000000,0.5907691723518975,56.875005624,555,18931712,555,18931712,[],1790082349519000000,1790082406394000000,222,222,0,3,2026-09-22T13:05:49.672091+00:00,2026-09-22T13:05:49.673777+00:00,1,224,2026-09-22T13:06:46.394559+00:00,2026-09-22T13:06:46.395207+00:00,1,2026-09-22T13:05:49.432005263Z,1790082406410931837,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,stage-10-A,4,A,r01-reliable-snapshot-on,reliable,on,valid,True,[],[],[],8722.382045513257,8.023441,9.50827,15.065772,57.323790381,0,,,,0,0,0,5000,,,,500000,500000,0,5000,,,,500000,500000,0,0.4516748931678882,57.209290113,558,6270976,558,6270976,[],1790082406715000000,1790082463924000000,0.8136787956322319,57.209306977,558,14823424,558,14823424,[],1790082406715000000,1790082463924000000,0.5813752305725184,57.209179633,558,20377600,558,20377600,[],1790082406716000000,1790082463925000000,223,219,56,3,2026-09-22T13:06:46.870352+00:00,2026-09-22T13:06:46.871070+00:00,1,225,2026-09-22T13:07:43.873126+00:00,2026-09-22T13:07:43.873863+00:00,57,2026-09-22T13:06:46.632080727Z,1790082463955871108,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,stage-10-A,4,A,r01-throughput-snapshot-off,throughput,off,valid,True,[],[],[],31171.160696380633,2.386232,3.204249,9.20581,16.040467818,0,,,,0,0,0,5000,,,,500000,500000,0,5000,,,,500000,500000,0,1.2173016660235823,15.90402818,154,5410816,154,5410816,[],1790082464234000000,1790082480138000000,2.757801513719336,15.903972705,154,14630912,154,14630912,[],1790082464234000000,1790082480138000000,2.032193137231336,15.90400017,154,20488192,154,20488192,[],1790082464235000000,1790082480139000000,61,61,0,3,2026-09-22T13:07:44.389881+00:00,2026-09-22T13:07:44.392026+00:00,1,63,2026-09-22T13:07:59.982422+00:00,2026-09-22T13:07:59.984244+00:00,1,2026-09-22T13:07:44.147288224Z,1790082480187756042,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,stage-10-A,4,A,r01-throughput-snapshot-on,throughput,on,valid,True,[],[],[],29979.7711314412,2.601174,3.60313,10.824249,16.67791251,0,,,,0,0,0,5000,,,,500000,500000,0,5000,,,,500000,500000,0,1.1835811596575383,16.551463193,160,6209536,160,6209536,[],1790082480474000000,1790082497025000000,2.656561872366036,16.551468444,160,14913536,160,14913536,[],1790082480474000000,1790082497026000000,1.9635722432336444,16.551466396,160,20664320,160,20664320,[],1790082480475000000,1790082497026000000,64,62,15,3,2026-09-22T13:08:00.628997+00:00,2026-09-22T13:08:00.630983+00:00,1,66,2026-09-22T13:08:17.027261+00:00,2026-09-22T13:08:17.029949+00:00,16,2026-09-22T13:08:00.386971359Z,1790082497064883869,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,stage-11-C,4,C,r01-reliable-snapshot-off,reliable,off,valid,True,[],[],[],8914.132189428703,5.377714,8.533255,17.882662,56.090709603,0,131072,0,0,0,0,0,5000,131072,103890,0,500000,500000,0,5000,131072,103890,0,500000,500000,0,0.45464160519888547,55.934168165,546,5357568,546,5357568,[],1790082540486000000,1790082596420000000,0.8522521190714564,55.934152504,546,14950400,546,14950400,[],1790082540486000000,1790082596420000000,0.6105389243647689,55.934189676,546,20582400,546,20582400,[],1790082540486000000,1790082596421000000,218,218,0,3,2026-09-22T13:09:00.639959+00:00,2026-09-22T13:09:00.640675+00:00,1,220,2026-09-22T13:09:56.318904+00:00,2026-09-22T13:09:56.319552+00:00,1,2026-09-22T13:09:00.399819698Z,1790082596490529301,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,stage-11-C,4,C,r01-reliable-snapshot-on,reliable,on,valid,True,[],[],[],8855.608351477951,6.956979,8.6424,21.210386,56.461394876,0,131072,0,0,0,0,0,5000,131072,103890,0,500000,500000,0,5000,131072,103890,0,500000,500000,0,0.459245577223322,56.353291754,550,6201344,550,6201344,[],1790082596769000000,1790082653122000000,0.8467985014313816,56.353429912,550,15294464,550,15294464,[],1790082596769000000,1790082653122000000,0.6084803897006675,56.35350059,550,20398080,550,20398080,[],1790082596769000000,1790082653123000000,220,216,55,3,2026-09-22T13:09:56.923194+00:00,2026-09-22T13:09:56.923934+00:00,1,222,2026-09-22T13:10:53.123438+00:00,2026-09-22T13:10:53.124108+00:00,56,2026-09-22T13:09:56.683069032Z,1790082653144463908,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,stage-11-C,4,C,r01-throughput-snapshot-off,throughput,off,valid,True,[],[],[],30726.832375104885,2.457235,3.349134,13.174983,16.272422549,0,131072,0,0,0,0,0,5000,131072,103890,0,500000,500000,0,5000,131072,103890,0,500000,500000,0,1.2257197864566893,16.121139773,156,5304320,156,5304320,[],1790082653419000000,1790082669540000000,2.729913478125946,16.121390056,156,14934016,156,14934016,[],1790082653420000000,1790082669541000000,2.0240167407311644,16.12140816,156,20328448,156,20328448,[],1790082653420000000,1790082669541000000,62,62,0,3,2026-09-22T13:10:53.574668+00:00,2026-09-22T13:10:53.576277+00:00,1,64,2026-09-22T13:11:09.436584+00:00,2026-09-22T13:11:09.438433+00:00,1,2026-09-22T13:10:53.332666883Z,1790082669605089432,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,stage-11-C,4,C,r01-throughput-snapshot-on,throughput,on,valid,True,[],[],[],30825.97413544803,2.432069,3.263071,13.660916,16.220087573,0,131072,0,0,0,0,0,5000,131072,103890,0,500000,500000,0,5000,131072,103890,0,500000,500000,0,1.2254546723057924,16.124627411,156,6139904,156,6139904,[],1790082669876000000,1790082686000000000,2.732463118204945,16.124645821,156,14888960,156,14888960,[],1790082669876000000,1790082686001000000,2.021146205523017,16.124513858,156,20176896,156,20176896,[],1790082669877000000,1790082686001000000,62,54,15,3,2026-09-22T13:11:10.031750+00:00,2026-09-22T13:11:10.034795+00:00,1,64,2026-09-22T13:11:25.896819+00:00,2026-09-22T13:11:25.899065+00:00,16,2026-09-22T13:11:09.789537549Z,1790082686009625122,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,stage-12-B,4,B,r01-reliable-snapshot-off,reliable,off,valid,True,[],[],[],8899.293006937129,5.444253,8.786745,24.638759,56.184238412,0,0,0,0,0,0,0,5000,0,103890,0,500000,500000,0,5000,0,103890,0,500000,500000,0,0.45953021418144885,56.03548843,547,5390336,547,5390336,[],1790082708612000000,1790082764647000000,0.846785072910254,56.035470532,547,15192064,547,15192064,[],1790082708612000000,1790082764648000000,0.6101508130117753,56.035326465,547,20553728,547,20553728,[],1790082708613000000,1790082764648000000,219,219,0,3,2026-09-22T13:11:48.766225+00:00,2026-09-22T13:11:48.767560+00:00,1,221,2026-09-22T13:12:44.698957+00:00,2026-09-22T13:12:44.699713+00:00,1,2026-09-22T13:11:48.525876327Z,1790082764710114739,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,stage-12-B,4,B,r01-reliable-snapshot-on,reliable,on,valid,True,[],[],[],8855.155814477903,7.003643,9.058346,18.599217,56.464280299,0,0,0,0,0,0,0,5000,0,103890,0,500000,500000,0,5000,0,103890,0,500000,500000,0,0.4554227974089556,56.343248836,550,6209536,550,6209536,[],1790082765003000000,1790082821346000000,0.8444652058875588,56.343351589,550,15036416,550,15036416,[],1790082765003000000,1790082821347000000,0.6080568905109045,56.343412162,550,20619264,550,20619264,[],1790082765004000000,1790082821347000000,220,217,55,3,2026-09-22T13:12:45.157042+00:00,2026-09-22T13:12:45.157846+00:00,1,222,2026-09-22T13:13:41.347888+00:00,2026-09-22T13:13:41.348555+00:00,56,2026-09-22T13:12:44.916318732Z,1790082821380599031,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,stage-12-B,4,B,r01-throughput-snapshot-off,throughput,off,valid,True,[],[],[],30744.021955854103,2.481082,3.379024,15.121858,16.263324321,0,0,0,0,0,0,0,5000,0,103890,0,500000,500000,0,5000,0,103890,0,500000,500000,0,1.2126932098073313,16.137634681,156,5296128,156,5296128,[],1790082821657000000,1790082837795000000,2.724694394997047,16.137589625,156,14770176,156,14770176,[],1790082821658000000,1790082837795000000,2.015165019880846,16.137636213,156,20774912,156,20774912,[],1790082821658000000,1790082837796000000,62,62,0,3,2026-09-22T13:13:41.812081+00:00,2026-09-22T13:13:41.814182+00:00,1,64,2026-09-22T13:13:57.691195+00:00,2026-09-22T13:13:57.693474+00:00,1,2026-09-22T13:13:41.569350793Z,1790082837832675114,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
round,stage-12-B,4,B,r01-throughput-snapshot-on,throughput,on,valid,True,[],[],[],31049.666625265603,2.39819,3.168588,16.805725,16.103232477,0,0,0,0,0,0,0,5000,0,103890,0,500000,500000,0,5000,0,103890,0,500000,500000,0,1.234156874257274,15.913698177,154,6160384,154,6160384,[],1790082838101000000,1790082854014000000,2.74353133026395,15.913796762,154,14913536,154,14913536,[],1790082838101000000,1790082854015000000,2.0340808996714004,15.913821326,154,20291584,154,20312064,[],1790082838102000000,1790082854015000000,61,57,14,3,2026-09-22T13:13:58.257225+00:00,2026-09-22T13:13:58.259470+00:00,1,63,2026-09-22T13:14:13.858254+00:00,2026-09-22T13:14:13.860935+00:00,15,2026-09-22T13:13:58.013637371Z,1790082854116869848,0,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,throughput,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-02-B,stage-01-A,0.9968557819469613,0.986361122737491,0.981188587057755,0.9863325740318907,-73728,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,throughput,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-05-B,stage-06-A,1.0013661937881921,1.0047019044470575,0.9988841272038488,0.9863117870722433,-73728,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,throughput,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-07-B,stage-09-A,0.9804723747384513,1.0247990491097405,1.0310127328950525,0.9825493171471927,-94208,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,throughput,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-12-B,stage-10-A,0.9862969895575263,1.039748859289457,1.0545447622828312,0.9788039364118092,-114688,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,throughput,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-02-B,stage-01-A,0.9580763241858415,1.1387329943025613,1.2729826276834149,0.9881422924901185,-73728,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,throughput,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-05-B,stage-06-A,0.9999242081458609,0.9938115442888259,0.9675143822342531,0.9822950819672132,-110592,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,throughput,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-07-B,stage-09-A,1.0101841484019234,0.9844191232530669,0.9903755962899086,0.9894736842105263,-65536,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,throughput,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-12-B,stage-10-A,1.0356872468816933,0.921964466813831,0.879398744980059,0.9920844327176781,-49152,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-02-B,stage-01-A,1.0011050502696592,0.9948091933434208,1.0079134556636362,0.9797752808988764,-110592,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-05-B,stage-06-A,1.0013591808539717,0.9869516715498516,0.9712934113685969,0.9894736842105263,-57344,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-07-B,stage-09-A,1.001815475728283,0.9912735316714784,0.9602573954230118,0.9879969992498124,-65536,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-12-B,stage-10-A,1.0141443256055647,0.7766211105308438,0.9530241036302519,0.987987987987988,-65536,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-02-B,stage-01-A,1.0003568449265385,0.9899118014705235,1.0039916055067986,0.9869960988296489,-81920,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-05-B,stage-06-A,0.9998593285198389,0.9969991759229669,0.9961133110113309,0.986328125,-86016,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-07-B,stage-09-A,0.9986982789749509,1.025517097633505,1.0393458938330713,0.9850552306692657,-94208,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,stage-12-B,stage-10-A,1.0152221914004493,0.8728976756979955,0.9526807715809501,0.9902024820378837,-61440,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,throughput,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-03-C,stage-02-B,1.0131392845582623,0.9835989226866627,0.9632796206814335,0.9984603541185527,-8192,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,throughput,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-04-C,stage-05-B,1.0037747330009406,0.979895506113109,0.978636781288455,1.0007710100231304,4096,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,throughput,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-08-C,stage-07-B,1.0086067874875577,0.9888978318646078,0.9750665863994945,0.9984555984555985,-8192,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,throughput,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-11-C,stage-12-B,0.9994408805466669,0.9903884676121144,0.9911542504581204,1.0015467904098994,8192,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,throughput,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-03-C,stage-02-B,1.0118188443805496,0.9466424204228322,0.8682373309364401,1.0013333333333334,8192,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,throughput,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-04-C,stage-05-B,1.0011973040042852,1.0269372170773794,1.099687798971703,1.000667556742323,4096,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,throughput,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-08-C,stage-07-B,0.9975127579364658,0.9882996373136864,0.9880427320134435,1.0019946808510638,12288,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,throughput,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-11-C,stage-12-B,0.9927956556662173,1.0141269040401302,1.0298186447717406,0.9966755319148937,-20480,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-03-C,stage-02-B,0.9974104238947026,1.0258868292791945,1.0334213024367456,1.0053516819571866,28672,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-04-C,stage-05-B,0.99847663485509,1.0063280324889061,1.0713064709054745,0.9954407294832827,-24576,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-08-C,stage-07-B,1.000549561726505,0.9926005827124215,0.9710987136679006,0.9977220956719818,-12288,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,reliable,off,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-11-C,stage-12-B,1.0016674563338916,0.9877781212592435,0.9711508641709757,0.993920972644377,-32768,,,,,,,,,,,,,,,,,,,,,,,
pair,,1,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-03-C,stage-02-B,0.9989608052608863,1.0480897106396823,1.0100236012294006,1.0,0,,,,,,,,,,,,,,,,,,,,,,,
pair,,2,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-04-C,stage-05-B,0.9992149381328124,1.0156331522695918,0.999766349172607,1.0,0,,,,,,,,,,,,,,,,,,,,,,,
pair,,3,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-08-C,stage-07-B,1.0002451941103374,0.993549174395314,0.9768492695938149,1.0013192612137203,8192,,,,,,,,,,,,,,,,,,,,,,,
pair,,4,,,reliable,on,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,stage-11-C,stage-12-B,1.0000511043520328,0.9933371818066682,0.9540814625539806,0.9986807387862797,-8192,,,,,,,,,,,,,,,,,,,,,,,
comparison,,,,,throughput,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,,,,,,,,4,not_triggered,[],"[0.9968557819469613, 1.0013661937881921, 0.9804723747384513, 0.9862969895575263]","[0.9968557819469613, 1.0013661937881921, 0.9804723747384513, 0.9862969895575263]",0,0.9915763857522438,0.9804723747384513,1.0013661937881921,"[0.986361122737491, 1.0047019044470575, 1.0247990491097405, 1.039748859289457]","[0.986361122737491, 1.0047019044470575, 1.0247990491097405, 1.039748859289457]",0,1.014750476778399,0.986361122737491,1.039748859289457,"[0.981188587057755, 0.9988841272038488, 1.0310127328950525, 1.0545447622828312]","[0.981188587057755, 0.9988841272038488, 1.0310127328950525, 1.0545447622828312]",1,1.0149484300494507,0.981188587057755,1.0545447622828312,not_triggered,0
comparison,,,,,throughput,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,,,,,,,,4,not_triggered,[],"[0.9580763241858415, 0.9999242081458609, 1.0101841484019234, 1.0356872468816933]","[0.9580763241858415, 0.9999242081458609, 1.0101841484019234, 1.0356872468816933]",0,1.0050541782738922,0.9580763241858415,1.0356872468816933,"[1.1387329943025613, 0.9938115442888259, 0.9844191232530669, 0.921964466813831]","[1.1387329943025613, 0.9938115442888259, 0.9844191232530669, 0.921964466813831]",1,0.9891153337709464,0.921964466813831,1.1387329943025613,"[1.2729826276834149, 0.9675143822342531, 0.9903755962899086, 0.879398744980059]","[1.2729826276834149, 0.9675143822342531, 0.9903755962899086, 0.879398744980059]",1,0.9789449892620808,0.879398744980059,1.2729826276834149,not_triggered,0
comparison,,,,,reliable,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,,,,,,,,4,not_triggered,[],"[1.0011050502696592, 1.0013591808539717, 1.001815475728283, 1.0141443256055647]","[1.0011050502696592, 1.0013591808539717, 1.001815475728283, 1.0141443256055647]",0,1.0015873282911274,1.0011050502696592,1.0141443256055647,"[0.9948091933434208, 0.9869516715498516, 0.9912735316714784, 0.7766211105308438]","[0.9948091933434208, 0.9869516715498516, 0.9912735316714784, 0.7766211105308438]",0,0.989112601610665,0.7766211105308438,0.9948091933434208,"[1.0079134556636362, 0.9712934113685969, 0.9602573954230118, 0.9530241036302519]","[1.0079134556636362, 0.9712934113685969, 0.9602573954230118, 0.9530241036302519]",0,0.9657754033958044,0.9530241036302519,1.0079134556636362,not_triggered,0
comparison,,,,,reliable,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B/A,,,,,,,,4,not_triggered,[],"[1.0003568449265385, 0.9998593285198389, 0.9986982789749509, 1.0152221914004493]","[1.0003568449265385, 0.9998593285198389, 0.9986982789749509, 1.0152221914004493]",0,1.0001080867231886,0.9986982789749509,1.0152221914004493,"[0.9899118014705235, 0.9969991759229669, 1.025517097633505, 0.8728976756979955]","[0.9899118014705235, 0.9969991759229669, 1.025517097633505, 0.8728976756979955]",0,0.9934554886967453,0.8728976756979955,1.025517097633505,"[1.0039916055067986, 0.9961133110113309, 1.0393458938330713, 0.9526807715809501]","[1.0039916055067986, 0.9961133110113309, 1.0393458938330713, 0.9526807715809501]",0,1.0000524582590646,0.9526807715809501,1.0393458938330713,not_triggered,0
comparison,,,,,throughput,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C/B,,,,,,,,4,not_triggered,[],"[1.0131392845582623, 1.0037747330009406, 1.0086067874875577, 0.9994408805466669]","[1.0131392845582623, 1.0037747330009406, 1.0086067874875577, 0.9994408805466669]",0,1.006190760244249,0.9994408805466669,1.0131392845582623,"[0.9835989226866627, 0.979895506113109, 0.9888978318646078, 0.9903884676121144]","[0.9835989226866627, 0.979895506113109, 0.9888978318646078, 0.9903884676121144]",0,0.9862483772756352,0.979895506113109,0.9903884676121144,"[0.9632796206814335, 0.978636781288455, 0.9750665863994945, 0.9911542504581204]","[0.9632796206814335, 0.978636781288455, 0.9750665863994945, 0.9911542504581204]",0,0.9768516838439747,0.9632796206814335,0.9911542504581204,not_triggered,0
